ticker,questions_asked,answers
sbin,"Sir, when you referred here of the competition now with this grand merger of HDFC and HDFC Bank, which has become a behemoth now, and I think the credit book is also almost of our size or maybe I have not just compared?","Sir, when you referred here of the competition now with this grand merger of HDFC and HDFC Bank, which has become a behemoth now, and I think the credit book is also almost of our size or maybe I have not just compared."
sbin,"Not updated. Okay. So now that big bank is again a private sector that is coming in. From the competition point of view is there any particular working, any action plan to take on them with this changed scenario?","They are focusing on the physical branch expansion, and we are focusing on digital as well as physical as well as other channels. And as I mentioned that we are very mindful about in terms of strengthening our structures on the ground because, you know, when it comes to mergers, we have also handled the merger of 8 banks. So, it is not merely adding the balance sheets, it is ensuring the integration of the culture and also ensuring that the control structure is effective enough. So that is what my learning is from the mergers, but yes of course as a leading bank we have to be very mindful of what the competition is doing, and we are ensuring that we should stay ahead of the curve. Yeah, please."
sbin,"Sir, you have given the split of the AUCA numbers, 10 year and old 5,300, 5 year and old 68,481 crores and less than 5 years 1,02,471 crores – just a ballpark, just .....like these are all 100% provided for accounts. So, what as per your analysis, since you have given a detailed analysis of the break up, the aging wise, what can we roughly take as a recovery maybe in the next coming 2, 3 years or 5 years out of this 1 lakh 76 thousand crores Sir?","The recovery in AUCA is a function of the available security. So, there cannot be any ballpark figure for which we can ascribe for the recovery in AUCA. It is actually case to case basis and that is why our stressed assets resolution group is now actually addressing how to make the maximum possible recovery from these accounts."
sbin,"Sir, this is Anand Dama from Emkay Global. Sir, my question was on margins. For this quarter if you look at a quarter on quarter basis we have seen a 27 basis point contraction in terms of margins.","Again, quarter on quarter, let me just put across when it comes to NIM what will you
do for the one off that you get on the last quarter."
sbin,"as you know cross sales numbers are improving at 17%, but for a bank of our size, with the subsidiaries we have it should ideally be growing higher. So, have you considered open architecture instead of closed architecture when it comes to cross selling?","You know typically speaking we have to be very mindful of the kind of customers who walks into our branches and when we offer the product, we have to keep in mind what they expect. So, our assessment of the ground level situation is customers who walk into State Bank of India’s counters, they are looking at the product from State Bank group. They are not looking at the product from any other entity. So that is the strategy which we are following. But hopefully this number in the first quarter is not always all that great. We always know that insurance gets sold only in the last quarter of the financial year. So again, this is not a linear trend which we will get to see, quarter on quarter it will keep on changing. And last year we had seen a growth of about 30% and I am quite confident that this year also the growth will not be less than 30%, it will be rather more."
sbin,"Hi Sir - Sameer from JM Financials. Thanks for the opportunity. Sir, if I see other lines of fee income on a YOY basis, we kind of see bit of sluggishness with respect to loan processing charges etc. So how do you think the fee income lines moves through the year?","Loan processing charges, of course when we are looking at the quality book to be underwritten, the market dynamics actually forces to do that and not that it is going to be there forever. But yes of course, I would say it is more of a temporary situation."
sbin,If you could provide the slippage break up across segments?,"Slippage break up across segments...Yeah, I will just provide it...just one second. Our slippages were to the tune of about 7659 crores and retail personal was about 2400, Agri was 2300, SME was 2400 and out of this we have already recovered, pulled back about 700 crores in retail personal, Agri about 300 crores and 600 crores in SME."
sbin,"So, the recoveries are in 2Q basically or in the same quarter?",Yeah recoveries have happened in the month of July.
sbin," I’ve also looked at the slide where you’ve given the split of the business and other parameters. So, if you could just elaborate more on the business outlook over there and the margins?","International, we are very cautious. One, of course, because of the scenario in the global economies. And, one of the other reasons is, when we look at our international book, the India linked loans which are seen lower, is essentially on account of the fact that we had some... some oil companies had these revolving lines. So, they have not availed and that is one of the reasons. But, we are very very mindful in terms of the quality of risk. If at all I may say so, we go for cherry picking in our international book, which is not like our domestic book. And, there we operate absolutely like a corporate bank. And, asset and liability both are priced... they are linked to the variable rates. So, we have already seen the kind of movement in the FED rate, etc. So, SOFR and SONIA all are getting influenced by that, and that is one of the reasons why we see the kind of NIMs which we are seeing. But I would say that, over a period of time it will get normalised also, it will not remain at this level for the rest of the year."
sunpharma,"Sir, on the R&D expense front, given these set of trials to start for the products
you highlighted in the opening remarks. The full year guidance remains as it is, as you had highlighted
at the 4Q FY '23 comments?","Yes. I think as on today, you should consider the full year guidance. If there is a need
for us to make any change, we will update."
sunpharma,"Okay. And sir, other expenses, excluding R&D, have been sort of a bit volatile,
number varying from INR2,600 crores in Q1 FY '23 to going up to almost INR3,000 crores in 4Q FY '23
and now we are back to close to INR2,770 crores. So any particular line item which sort of deviates
with other expenses?","So in our Q4 call, we already said that the sales and distribution in previous calls
that these costs have some catch up and unlikely to escalate on the same pace going forward. There
may be sales-related growth in these expenses going forward."
sunpharma,"Okay. And just lastly, on the base business segment in the U.S. generics, what
kind of price erosion are we witnessing now?","No, I think, ultimately, the U.S. business dynamics, all of you are aware. And we
don't generally respond on specific product pricing or specific product sales."
sunpharma,"My question is again on the US, so not product specific, but if we exclude Taro and
specialty, you have seen a meaningful pickup sequentially. So can you explain what has led to it?","So I think what we have shared with you in the past is that we've made a proposal
to the Taro Board. And Taro Board, as a response to our proposal, has formed a special committee.
They need to finalize the lawyers and bankers and all of that, that special committee. And then, at
some point, the negotiation will begin. We have no further updates beyond what we have shared."
sunpharma,"Abhay, my first question is on Mohali. I'm assuming we would have seen some
impact from the Mohali consent degree and temporary suspension. Has that fully normalized?","So right now, the supplies from Mohali have not really started. Whether we will be
able to regain all the market share will depend upon the market dynamics and the number of
competitors and the length of the contracts that the buyers have signed up at the point that we enter
the market."
sunpharma,"And
should we expect any market share loss that we have had due to this temporary suspension to probably
at least regain a large part of it in the course of the year? How should we look at normalization of
supplies from Mohali?",So the second part is really difficult to estimate. We will see when we get there.
sunpharma,And is the supply restarting dependent on reinspection?,"Yes. I think there is no need for reinspection at this. Of course, for having the current
restrictions cleared, we will need a reinspection. But for restarting supply, there is no need for a
reinspection."
sunpharma,"And by when do you think both Mohali and Halol would be ready
for reinspection in your assessment?","I think once we informed the agency that we are ready for a reinspection, we will
share that information with all of you."
sunpharma,"Post the hold from the FDA on
the 12 mg, the 8 mg, have we slowed the pace of that also as we decide on what we're going to file,
etcetera?","So broadly, our understanding is that the partial clinical hold, which has been lifted
now, was for 12 milligram. So there is no slowdown in 8-milligram dosing."
sunpharma,"Sir, my first question is on the specialty business and that too the specialty
outside of US. So during this quarter, we have announced this Chinese partner, CMS, has got the
approval for Ilumetri. Congratulations there. So how bigger or how exciting development it is for us?","I think China can be an interesting market. Once we, I think, launch the product, we
will get a better sense. We believe that CMS, because of its significant existing linkage with
dermatologists, is quite well positioned to work for a good market share for the product."
tataconsum,"You grew 2x last year and this year also 50% growth in Soulfull. So wanted to understand here lot of the growth will be coming because of so much of diversification also and initially of course the pipeline filling is there for the new products. So you're saying the core business is also doing quite well, right?","So absolutely, Abneesh. I mean just like our overall business, our core has to do very well and then the expansions have to fire, right? So the whole equity of Soulfull has been built on breakfast cereals and we are moving out from there. Just like the TCPL algorithm is built on decent volume, strong categories, market share growth in tea and salt and that is helping us drive the rest of the portfolio."
tataconsum,"Is there a good movement or still because new products are getting launched, at an overall this 20% level the EBITDA margins, etcetera, may not have had a significant improvement versus say 3 years back?","So Abneesh, just as a perspective. The way we measure -- and there's a reason they’re called growth businesses because we do think they've got a long runway. Just as a perspective today my business is highly tea and salt in India and we moved from almost single digit to about 20% right now. Just as a perspective, that 20% is also dependent on seasonality because NourishCo remember fires very well in summer and that's one of the reasons why it has hit 20% from 15% where it was same quarter last year.
But you're absolutely right, the margin profile on some of the Growth businesses is not where it needs to be. That said, it will improve with scale and as we fine-tune our entire offering there. What we do measure is a) growth rate; b) the fact that the growth rate is getting fueled by the right amount of A&P and distribution; and lastly, the contributory margin has to continue to improve because essentially the thesis is that these are; for example Soulfull, Sampann; these are riding on my base logistics and S&D platforms and there is not incremental fixed cost that we are incurring out there. So as long as the contribution margin moves in the right direction, I am adding incrementality to the business."
tataconsum,"We have seen in some of the other categories where sharp deflation has happened, for example coconut hair oil or say detergent, there is a level of pipeline -- the inventory destocking because trade is expecting more of the price cuts. In salt, is there a price cut which you have taken and would you see that there will be a requirement of price cuts there? ","So Abneesh, the good and bad news is last year when everyone was facing inflation especially for businesses which were exposed to palm oil, crude, wheat or sunflower; we were not. In fact our tea prices were on a reverse trend. And therefore, we did not have as much of a price uplift in our portfolio. Right now what we are seeing is broadly flat to slightly marginal downtrend on tea. I would say right now we are braced for a flattish versus last year's sort of number, maybe slightly below, but that depends on how weather plays out especially in the north.
"
tataconsum,My first question is on the NourishCo business so that's almost INR300 crores this quarter. Can you discuss what's driving this growth and the kind of scale you expect for this business 2 to 3 years down the line?,"So Namant, essentially again the hypothesis in the NourishCo business was that great differentiated products, which could be scaled up significantly both with geographic expansion and portfolio expansion. So both geography and portfolio expansion is at play. I would say we are broadly in about 75%, 80% of the country in terms of production right now. Again hypothesis being that we will not drive more than 150 kilometers, 200 kilometers with these products because we play at affordable price points and therefore, freight is a very, very significant factor.
We have expanded portfolio. We have expanded into jelly for Gluco+, juice and jelly in PET. We have expanded into -- just like I said, we're expanding our mineral water play. Himalayan distribution and execution is off to a good start. Right now where we closed last year at INR300 crores -- sorry, INR600 crores, the target for this year is to hit a 4-digit number.
"
tataconsum,"And sir, could you talk about a few years down the line what kind of scale you expect in this business?","We do expect to see continued strong momentum in NourishCo, again I will say driven by geography and portfolio."
tataconsum,"I just wanted to understand the quick commerce channel a little better and wanted to hear your thoughts on this channel. So do you see this channel becoming sizable a few years down the line and what's the contribution this has to our business currently?
","All I can say is a lot of these trends you can see going up and down. Just like many people who were very, very bullish on the online space during COVID times and you can see lot of brands/businesses fading off in that space. All I can say is on a long- term basis consumers will move to convenience, consumers will move online and therefore, we remain committed to growing our total e-commerce business."
tataconsum,So how would the trade terms in quick commerce versus overall e-com or modern trade?,I would say we are competitive and that's why they make sure that we are well positioned in that channel.
tataconsum,"Just one quick question on NourishCo. That's a brand where we have also expanded our distribution reach significantly over last couple of years. So just wanted to understand from you that going forward in terms of growth mix, how do you see that being driven by distribution versus the product introduction/innovation?","So we're in about 80% of the country right now. We are still not present in large swathes of geography and large urban cities for example, right? We are still yet to build up distribution completely in Bombay, in Bangalore or Delhi. I mean we are picking and choosing where we want to play where we can get the fastest dime for the buck if I may speak so. But you're absolutely right. We still got a long way to go on distribution. But I would say in the near to medium term, we will complete the distribution gap and then it will be a game of 2 things: a, is building out strength in the outlets per se and expanding portfolio. On both these things, we've got a healthy pipeline lined up and therefore, we remain confident of continuing to deliver strong numbers in NourishCo."
tataconsum,"A couple of questions from my side. Sir, if we see both the top players in tea segment have delivered or indicated low single-digit growth versus category growth that you have shared of 7.9%. So are the regional players making a strong comeback?","
That said, just as a perspective, I think even in our report we have disclosed saying that Tata Agni, which plays at the bottom of our portfolio, has started to see strong growth. So in any business, I think walking the balance between margin and market share is a critical piece knowing when to trade off for what. If all things come together, then it's the magic of margin increasing and market share increasing. But quite a lot of the times, you've got to decide what you're going to trade off. But over the longer term, I would say you should see market share inching up continuously."
tataconsum,"So my understanding is that Bisleri, which is the largest player in this field, makes EBITDA margin somewhere in the low to mid-teens. They have their own manufacturing also. We don't. So if we are paying conversion charges, our margins would probably settle around that 10%, 11% kind of mark. What is wrong in my thought process here?","So essentially not all of Bisleri's manufacturing is owned. They operate through a significant amount of franchisees and independent distributors per se. That's number one. Number two, we are not only Tata Copper+. We are also Tata Gluco+, which is significantly higher margin and product that we -- and we are also Himalayan and we are launching products, which are significantly higher revenue, higher gross margin percentage and higher absolute gross margins per se. Number three, I would prefer to run with the route that we have chosen, which is franchisee producer -- or not franchise, co-manufacturers and distributors because then it is almost an infinite ROCE, right? And beyond a point, I do think we can get to a very, very decent EBITDA percentage, which is in the ballpark of where TCPL is today."
tatamotors,"When will this cancellation of “A” ordinary shares, let me just publish this question. Just give us a minute,
please. So, will the number of shares issued to “A” ordinary shareholders differ depending on the tax
liability for each category of investors, like mutual fund, individual NRI, and how do you intend to manage
it?","Yes, so the consideration that is going to be issued by Tata Motors will not change. So, the ratio will still
be 0.7. So, at a Tata Motors level, what is issued to the trust doesn't change. The trust then decides the
number of shares that it needs to sell to recover the withholding tax liabilities, bases the tax residencies
of each and every shareholder. And as you see from the table, the withholding tax liabilities are different
for different classes. So for domestic shareholders, it's 10%. Domestic shareholders form above 30% of
our shareholding base in “A” ordinary shareholders. You have mutual funds and insurance companies, the
withholding tax liability is 0%. You have FPIs at 17%, and then for NRIs, it's slightly higher, who are about
2% of our capital base. So yes, you are right from a Tata Motors perspective, the number of shares which are issued doesn't change, but the net that is received by the shareholders post the trust selling shares to
recover the withholding tax liabilities will differ."
tatamotors,"When will the cancellation of “A”
ordinary shares and issue of ordinary shares be done? ","Yeah, so, there are a host of steps that we need to go through before we reach that. As I explained, we
first need the SEBI NOC approval, post that we will be filing a petition with NCLT to admit the scheme. We
then go to an EGM, where it needs to be approved by the requisite majority of shareholders. Post that,
we need various other approvals from NCLT. We expect this to take anywhere between 12 to 15 months.
Once the NCLT approval is received, and we file the scheme with the ROC, the scheme becomes effective.
And the shareholders who are holders of “A” ordinary shares on the record date that is determined by
the Board of the Company after the NCLT approvals are received, their shares will get extinguished and
ordinary shares will get issued in lieu of that. it would be about 12 to 15 months."
tatamotors,"so what happens in between if share prices changes? No
impact at all because the consideration has been fixed today.","Yeah. So it's not a cash consideration. It's a relative ratio. So, irrespective of how the “A” ordinary shares
trade from here on, the ratio of 7 ordinary shares for 10 “A” ordinary shares doesn't change."
tatamotors,"how did you arrive at a
30% discount versus the 40% to 50% that's currently as shown in the PPT","Yes. So, interesting question. I think, probably the most challenging part of this equation, I think the
valuers, PWC, who were the valuers to this transaction and Citi and Axis who were the fairness opinion,
they put various angles on this number. I think at one hand, the perspective was that the “A” ordinary and
ordinary shareholders have the same economic rights, they have the same liquidation rights, other than
the voting rights, which are different. And for the voting rights, they were issued at a 10% discount
originally. And, on the other hand, for various market factors, the DVRs have traded at a deep, deep
discount of 50% or 40% and various other numbers, which is the other reality. I think they have given
weightage to both facets of the equation. And they've given different weightages, I guess, the market
factor is a reality, the economic equality was a reality at the time of issue. And basis their perception on
what the relative weightage for these factors were, they have arrived at a 30% discount."
tatamotors,"China growth
expectations is improving as per industry experts. How's the order book in China?","So, China, we'll sell more units in China this fiscal year than last fiscal year. Again, our big three products,
Range Rover, Range Rover Sport and Defender are selling very well into China, and we expect they will
continue to do so through the balance of the quarters, certainly through calendar year 2023. Order banks
don't build in China quite like they would do in UK and Europe. By the way, the customers do like stock on
the ground, so to some extent we actually see the ongoing order bank in China be fed by more product
actually being put into the marketplace, and Richard mentioned, that we are putting more product onto
the water to enable that in the second half of the year."
tatamotors,"The rest of your demand in various parts of the world, how are you seeing it develop?","I see. Okay, thank you, yeah. So we do see demand increase in the second half of the year, effectively, as
we supply more units. We will increase retails with more fulfillment. We're particularly strong at the
moment around those three products. And the biggest regions that really are pulling demand for those
three products are North America, Middle East, and reference back to the China comment as well.
So, particularly strong on our big three products in those three regions. And from what we can see, that
will continue for the balance of this year. And by the way, we should also say our variable marketing
stimulation on those products are very, very low, less than 1% in all of those three places. And their fixed
marketing for those products in those regions also are very, very low. So, should we get to the point at
the end of the year that it starts to turn off, we particularly on fixed marketing, which would always be
our preference. We have the ability to stimulate more orders by marketing means."
tatamotors,"So one thing on R&D capitalization, Richard, at your end went to 61%, a bit of flavor around it, and what
do you see to be a stable number?","Yeah, so look, our capitalization varies across our cycle. A few quarters ago, it was as low as 28% and 53%
and now 61%. And it's because we have a fairly concentrated product cadence in 2024 to 2026, so a lot of
our engineers are now working on programs at quite a late stage in their development cycle, and it's those
programs at the late stage of cycle that tend to get capitalized. So it's something that varies through our
cycle. We believe that sort of a long-term average, given where we are, it is more in the 50% to 60% range,
and we would expect to stay sort of at the type of levels that we are now for the next few quarters."
tatamotors,"We have not seen much
success of traditional global luxury car OEM’s EVs so far. What's your assessment of what's not working
for them, and how will JLR be different?","Yeah, thanks Balaji. No, so I think the observation behind the question is correct. And you have to segment
the question, I think, and feed it to its different regions. So I'm going to do that, and I'm actually going to
focus the answer on the China region, which is probably the most important changes in NEV, which is BEV
and PHEV over the course of the last 12 months or so. It's pretty clear at the moment that industry in
China, for NEV, I say BEV and PHEV, is really focused and concentrated around RMB 400,000 and below.
That's where the industry is taking off. So from the bottom of the product range, if that makes sense."
tatamotors,"In terms of order backlog for your EVs and ICE
portfolio, and what should be the industry VME given the kind of moderation and demand that you're
starting to see?","So, as far as order backlog for both EVs and ICE, in general it is, in general the waiting periods are in the
range of 3 weeks to 12 weeks, depending on the model and variant. As far as VME is concerned, the
industry has kind of a tale of two cities. There is the entry segment, which is facing demand pressure, and
for certain manufacturers, the inventory levels are high. So, there is definitely VME pressure, which is
building up, especially on the entry side. While on the other hand, the SUVs are going very strong with
very less need for any VME. Fortunately for us, in hatches, as I said, that we are doing well because of our
multi-powertrain strategy. So, as far as we are concerned, our VME has been kept under tight control still.
And, as and when the competitive situation demands that we need to do certain things for creation of
demand, we will do that."
tatamotors,what would be the effective tax rate that we should assume for JLR?,"Tax rate this quarter is 26%. At the moment we have a deferred tax asset that's not on the balance sheet.
UK long-term tax rates are 25%."
tatasteel,"Given where the spreads are, and given all these tailwinds from rolling-off of energy hedges and completion of blast furnace relining, could we possibly look at breakeven EBITDA for the entire European entity by the end of third quarter? ",We certainly expect the Netherlands business to be positive EBITDA in the second half. Plan for the year is for it to be EBITDA positive for the whole year. 
tatasteel,"Second question, on the European decarbonisation. In the presentation, it is mentioned the blast furnace 1 will be transitioned by FY30, when is the relining due for the other BF in Netherlands?","So firstly, in Netherlands, basically one blast furnace, which is called the BF6, is being relined. The bigger blast furnace, BF7, which produces 3.5 million tons, is up for relining maybe in 2026 - 27."
tatasteel,"Is it fair to say that now the $1 billion absolute net debt reduction guidelines that we had at the beginning of the year now would not stand and we should look more at Debt to EBITDA, which would mean that the absolute debt could be higher?","he Net debt to EBITDA is a frame that we are looking at. We will continue to push that, start getting the output of that kind of growth and continue to deleverage."
tatasteel,The energy hedges have actually been impacting numbers as you have highlighted. Could you just help understand generally like what is the periodicity of these hedges?,"So typically, we hedge, I think, 3 quarters at 25% every quarter. So that's why, in some sense, 1Q and 2Q would be the peak of what we hedged maybe 3 quarters back, right? In some sense, 1Q was a peak. You will see if I add the gas prices and electricity prices on a pound per ton basis, 1Q is the highest, 2Q will start dropping and then 3Q, 4Q will drop further. So that's pretty much a trajectory. Most of the drop will come in 2H. So that's why the benefits will accrue more in 2H than in 1H."
tatasteel,"First, can you explain better the BlueScope arrangement? ","Tata BlueScope is a 50-50 JV, which has been in force since FY06. And it is a very significant player in the coated products market, especially building systems and construction. So as per the JV agreement, all the coated products in the building systems space are being done or should be done by the JV. "
tatasteel,"So effectively, when we look at the release, then it moves from EBITDA to other income. Is that correct?","That's correct. The turnover goes, the EBITDA goes, and it goes to the other income."
tatasteel,"Is that possible to quantify, like what could be the hit of those hedges in 1Q?","Yes. So, we can share the details with you. And just to add, in FY22, actually, we benefited from the hedges. If you see how the spot prices had moved because we had hedges in place, our costs were actually much lower in FY23."
tatasteel,"What are your capex plans for FY24 and FY25, a split between India and Europe?","FY24, we have already said Rs. 16,000 crores. And I think about Rs. 11,000 crores out of that were supposed to be for India, if I remember right, largely Kalinganagar capex."
tatasteel,"This quarter, like at least from the reported P&L, I see that there's almost a $60 - $65 per ton QoQ improvement in the realisation. If I remember right, you had guided for a much lower, $15, or so. Is there any one-off in that?","But lastly, if I remember right, both the cost guidance and the net realisation guidance for 1Q compared to 4Q was pretty close to what we have guided."
tatasteel,What is the expected reduction in NRs in second quarter for India operations?,"We said about Rs. 3,100 per ton QoQ reduction."
tcs,"Just an extension of the generative AI discussion, we were having just now. So while you definitely talked a lot about the demand opportunity for the customers, I understand, you are also running multiple projects internally as well, to assess AI augmented processes, how they are going to save cost or productivity for you?","It’s difficult to call out some of this, but sufficient to say that, we have multiple teams, in almost every vertical that we have, who are working on pilots and internal projects. We are also working on how to craft the methodologies and toolkits to be meaningful to our clients, using This technology. All this is going on."
tcs,"Definitely quite exciting use cases there. Samir, during media interaction, you talked about clawing back some of the margin in the coming quarters. So, how do you see the trajectory of the claw-back?","With the current macro uncertainties, it would be difficult to estimate how exactly the margin recovery will play out quarter on quarter. But our focus would be to incrementally get closer to our aspirational band, improving our margins through each of the quarters and exit at a higher rate at the end of the year."
tcs,"Around two very strong quarters of TCV, now based on the deal ramp schedule, does this provide you with greater visibility of second half versus first half?","No. Our second half would depend on what happens in Q2 and how the momentum further builds over that. So, I do not believe that we are ready to call that second half is going to be better than first half. It is too early at this time."
tcs,My question is about fresher hiring. So was there any fresher hiring this quarter or was the recruitment mostly lateral to backfill that ?,No. We continue to hire freshers and we'll hire this quarter as well and that will continue.
tcs,Any particular investments on the consulting side to leverage the demand that you think from generative AI projects?,"We are building our in-house capability in Gen AI. We have our R&I team that is working on developing patents and very unique capabilities. We are leveraging our contextual masters, because we want to marry the technology capability with the domain capability delivery services."
tcs,"And on the manufacturing part, just a follow-up. Is it only the auto part of the manufacturing segment appearing stable at this point of time and looking to continue to spend?","No, we don't provide that detailed color. I think, excepting one, quite a few of the sub-verticals are doing well. And our outlook may not even apply for the overall industry, as we also have significant market share gain in this segment, which is also driving our growth."
tcs,One last question on contract profitability. How is that progressing?,"All our efforts collectively will be towards improving margins. But righ now, given the current macro, it's difficult to give a color in terms of how it would end up exactly. Rest assured all efforts are going towards improving the margins."
tcs,"Just the first question, a bit on the demand, maybe one more time. Krithi, of course, you've seen over your long time at TCS several demand cycles over the last 30 plus years. Is it possible To compare the current client behavior to any of the prior periods, such as perhaps post dotcom or GFC or taper tantrum or anything? ","I don't know if I can compare with any other cycle in the past. Every cycle has its own nuances. I would say today the way to look at the environment, there is an uncertainty because of which customers are reviewing or assessing the ongoing programs."
tcs,My next question is on last quarter's increase in onsite costs and whether that was due to new project starts. Have we continued to see new projects start this quarter and that got offset by some pressure on the book of existing business?,We saw new project starts with deal wins continuing to ramp up. We also had onsite movements happening incrementally in this quarter as well. And the net impact on revenue is due to the uncertainty on the existing projects or customers pausing their spend.
tcs,So manufacturing has held up quite well for us. So what is keeping this spend up in the manufacturing segment?,"I would say manufacturing is doing well because of the low base and the delayed pickup in demand and growth compared to other industries. And as the supply chain situation also eases slowly, customers are able to see the growth."
techm,Is that what we can conclude or do you think they are being more than mitigated by the kind of catch up spend that the industry has to do?,"I think in this case our work profile defines where the growth is coming from. So, a lot of our work profile is today driven by running the business platform. But especially as you know, on the auto sector, both on EV as well as on some of the platforms we have created, the warranties and some of the other solution platforms we've talked about, are becoming critical for the demand to be fulfilled in the auto sector, and though in discretionary spend, there is not much cut there, so in the auto segment at least we have that strength coming together."
techm,Is it possible to quantify the revenue impact of the client bankruptcy event in this quarter?,"So, revenue impact in this year is going to be none. But when you look at year-on-year, quarterly run rate of USD 6 million to USD 7 million."
techm,"As most of the margin levers which we are contemplating tend to be deflationary on growth, how to ensure growth without compensating on margins. How should we look at it?","So, first from an increment impact perspective for the quarter, as I mentioned, we did increment for a major chunk of the population. In terms of the margin levers, if you look at the subcon substitution or improvement on scale or other productivity benefit there really is a lever which is kind of independent from a growth perspective. The rest can be worked on as purely productivity measures that can help us as we think about margin expansion."
techm,Is the wage hike impact taken in the quarter partially or at least or that is still pending?,Majority of the wage increments already done in Q1. Only for certain senior proportion of the employee base - it will happen in the following quarter.
techm,"Are we any closer to closing some of those deals and how would that change the growth trajectory in Telecom, if at all towards the latter half of this year?",I think the deals are still in play. We are still in discussions at various stages.
techm,"Just want to understand CME, if you can provide some detail on sub- segment where we are seeing more weakness and how do you expect that to play out over next
few quarters? ","Most of the trends that we see in terms of discretionary digital transformation spend as well as the cost transformation are pretty uniform across the major Tier-1 operators across the world. That said, while we are very well placed with many of these companies to continue to take advantage of their initiatives, we probably will go through some of these headwind days and quarters. "
techm,"So, is it sales driven investments that you are upfronting or are there some element of support staff addition here?",That's part of our leadership program hiring that we do for campuses with annual exercises. It's more driven by that.
techm,"If we look at the top 10 client fairly resilient whereas CME is very weak. So, typically CME used to have a higher client
concentration and some of the clients were part of our top 10. So, if you can provide some more details about divergent trends between these two?","Inside the top 10 clients we were seeing some pressure in couple of our top customers in the last couple of quarters. And that we had said is getting closer towards bottoming out. So, that's happened, and we are seeing some positive momentum there. The closure of the projects that we mentioned in Network Services within CME were more outside the top 10 customers, one probably closer to the top 20 and the other was even below that. So, I think that's what is causing a reduction, which is leading to the decrease and then overall discretionary spend cut across the board beyond these couple of project closures which have one-time impact. Hence, you don't see that in the top 10, where it's more stabilized view now"
techm,"The second is that in an environment like this where a lot of these short-term projects are getting rolled off. And there's a lot of discretionary cut. Last six months TCV generally decides the revenue trajectory, which has been weaker for us. So, what gives you confidence that the growth may come back or this is kind of the bottom in terms of performance?","Number two for the cost transformation, I would rather take a medium-term outlook than a very short-term outlook. Short term outlook is very simple, cut a few layers and you can right size it almost on an urgent basis. "
techm,"On margins based on the portfolio we have today, can we assume that we have reached the bottom of the margins and a subpart to it, as you mentioned that the subcontracting expenses could be less than 10% of the revenue so is that the priority for current year or is it a priority over the next 12-18 months?","And on the margin question from a subcon standpoint, we've reduced that from 16% to 14% over the last three, four quarters and will continue to work on it as we've articulated, our entitlement mark is getting to 10% and below. Given where we are, we will continuously drive that in the next few quarters to get to that level. And see that opportunity flow through from a benefit standpoint over the next 3-4 quarters."
titan,"Now especially in the jewellery segment, given this quarter's jewellery performance, would you need to revisit the expectations of 12.5-13% jewellery margins FY24 as the competitive intensity necessitates a more aggressive pricing stance?","Our guidance of 12-13% for jewellery remains. We are pretty much -- and that is for full year, not every quarter. And if you also look at history of our performances across quarters, there has been evidence of Quarter 1 versus full year number being different. So it is not that something out of the place."
titan,So you mentioned you expect handsome profit growth during the year. Any target which you can share? ,"Yes, you are right. I think last year was, in a way, slightly not that normal year from the margin point of view. We have been telling that consistently all the 4 quarters. So revenue growth will be likely to be better than the earning growth in this financial year."
titan,"We've seen a slight moderation in growth from 50% plus levels to 30%, close to that. And you've also seen some decline in margins sequentially. Can you share your thoughts on growth and margins going forward?","Actually, it's after a very long time that this kind of a slightly lower than our, what we used to has happened. And because of that lower growth on the one hand, but continuing investments that we are making in people, assets, and technology that the margin has actually fallen. But it's just one quarter. So the prospects for CaratLane are exceptional, and we are committed to sort of coming back to that growth rate in Q2 itself."
titan,What is the market share target or in the medium to long-term aspiration we are holding at this time?,"We think we can aim to get to a double-digit market share in the next 3, 4 years. "
titan,"Can we get some volume numbers so out of 13% growth in the business, what is the volume growth in the analog?","So the interplay between volume, value, analog and wearables and also the premium brands and the mass brand, is quite a complicated kind of thing. At this point, I think that's what I would leave you with."
titan,"First is on the margins, but again on jewellery. So let's say this quarter, you did about 11%. For the guidance of, let's say, what you gave in the last quarter of 12.5-13%, if I assume 12.5%, at least 13% margins for the rest of the year. Is that what is looking reasonable right now to you?","Several time we have reiterated our guidance is 12-13%, but somehow or the other 12.5-13% has got stuck in this community's mind. The 12-13%, and that is what we would continue to aim for."
titan,"In the capital employed, we have seen against a INR 2,437 crores, our capital employed has gone up by almost INR 700 crores. So is it primarily because of the international portion or there is some element sitting in?","There is some element of inventory buildup as well as some element of debtors. Again, this is quite complex because we have differential sales in different channels. And our sales and channels, especially marketplace e-com and large format stores has been higher than budget, and that has led to higher receivables"
titan,How much more capital will we be infusing in both these divisions?,"From a profitability standpoint, they are all doing pretty much better than what we had planned, while obviously, the costs are higher in operating these stores in international markets, the GC profile that we are getting from the stores are also substantially higher with the U.S. being even better than the GCC market."
titan,The next question would be on Titan Eye+. How much is e-commerce as a percentage of sales?,"Our e-commerce contribution is in the ballpark of 6%, 7%, both combined our in-house brand channel as well as through Flipkart, Amazon. Flipkart, Amazon, we mostly sell sunglasses that too lower end, Fastrack products. And so focus is more on the in-house e-comm channel. The last quarter compared to the previous quarter e-com in-house channel has almost doubled in terms of its sales."
